Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Phu Ly,2023-11-28 16:36:47.000000 ,25.28,52,4.52,1015,25.22,122,10,10000,Không xác định,Nắng
Hai Ha,2023-11-28 16:36:47.000000 ,22.91,61,1.37,1016,22.85,114,33,10000,Mây rải rác,Nắng
Ha Dong,2023-11-28 16:36:47.000000 ,27.01,40,1.26,1015,26.87,126,3,10000,Không xác định,Nắng
Hau Duong,2023-11-28 16:36:47.000000 ,27.02,39,2.06,1016,26.83,100,0,10000,Không xác định,Nắng
Yen Lap,2023-11-28 16:36:48.000000 ,23.56,54,1.27,1015,23.38,121,2,10000,Không xác định,Nắng
Thanh Ba,2023-11-28 16:36:48.000000 ,24.11,48,1.84,1015,23.83,133,1,10000,Không xác định,Nắng
Doan Hung,2023-11-28 16:36:48.000000 ,24.2,51,1.71,1015,24.01,151,1,10000,Không xác định,Nắng
Son Duong,2023-11-28 16:36:48.000000 ,23.38,51,1.22,1015,23.11,139,0,10000,Không xác định,Nắng
Ho Chi Minh City,2023-11-29 09:22:24.000000 ,29.01,74,1.54,1011,33.52,0,20,10000,Mây ít,Nắng
Hanoi,2023-11-29 09:23:53.000000 ,22.0,70,1.15,1018,22.08,112,11,10000,Mây ít,Nắng
Turan,2023-11-29 09:26:35.000000 ,23.99,88,1.54,1016,24.74,230,75,6000,Mây rải rác,Nắng
Haiphong,2023-11-29 09:26:36.000000 ,23.95,73,2.06,1017,24.31,60,19,8000,Mây ít,Nắng
Bien Hoa,2023-11-29 09:26:36.000000 ,28.99,70,0.83,1011,32.71,65,79,10000,Mây rải rác,Nắng
Can Tho,2023-11-29 09:26:36.000000 ,25.99,83,1.54,1011,25.99,0,75,8000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-29 09:26:39.000000 ,29.03,74,1.54,1011,33.57,0,20,10000,Mây ít,Nắng
Di An,2023-11-29 09:26:41.000000 ,28.82,74,1.54,1011,33.06,0,20,10000,Mây ít,Nắng
Hue,2023-11-29 09:25:24.000000 ,22.06,100,1.03,1017,22.93,110,75,2000,Không xác định,Nắng
Vung Tau,2023-11-29 09:26:44.000000 ,27.62,74,6.25,1011,30.42,79,87,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-29 09:26:39.000000 ,29.03,74,1.54,1011,33.57,0,20,10000,Mây ít,Nắng
Nha Trang,2023-11-29 09:26:48.000000 ,29.0,76,3.04,1014,33.9,2,75,10000,Mây rải rác,Nắng
Ha Long,2023-11-29 09:26:49.000000 ,23.77,70,2.25,1018,24.03,74,8,10000,Không xác định,Nắng
Qui Nhon,2023-11-29 09:26:51.000000 ,25.26,82,5.54,1015,25.98,354,97,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-29 09:24:22.000000 ,23.08,74,2.03,1017,23.38,323,7,10000,Không xác định,Nắng
Thai Nguyen,2023-11-29 09:26:15.000000 ,21.88,72,0.51,1018,22.0,126,22,10000,Mây ít,Nắng
Buon Ma Thuot,2023-11-29 09:26:51.000000 ,24.43,73,4.6,1013,24.83,71,88,10000,Mây u ám,Nắng
Long Xuyen,2023-11-29 09:26:52.000000 ,25.97,69,3.56,1011,25.97,36,100,10000,Mây u ám,Nắng
Phu Khuong,2023-11-29 09:26:52.000000 ,27.35,66,3.08,1011,29.07,53,96,10000,Mây u ám,Nắng
Vinh,2023-11-29 09:26:52.000000 ,22.49,79,1.46,1018,22.86,315,11,10000,Mây ít,Nắng
Rach Gia,2023-11-29 09:26:52.000000 ,25.51,78,4.63,1011,26.15,41,100,10000,Mây u ám,Nắng
Da Lat,2023-11-29 09:26:52.000000 ,21.08,71,2.74,1014,21.1,73,75,10000,Mây rải rác,Nắng
Bac Ninh,2023-11-29 09:26:53.000000 ,22.05,69,1.64,1018,22.11,86,20,10000,Mây ít,Nắng
Hai Duong,2023-11-29 09:26:54.000000 ,24.0,68,1.77,1018,24.23,101,36,10000,Mây rải rác,Nắng
Phan Thiet,2023-11-29 09:26:56.000000 ,28.21,68,4.58,1011,30.8,66,80,10000,Mây rải rác,Nắng
Pleiku,2023-11-29 09:26:56.000000 ,24.79,62,4.87,1014,24.94,54,13,10000,Mây ít,Nắng
Nam Dinh,2023-11-29 09:26:58.000000 ,23.93,71,1.2,1018,24.23,71,28,10000,Mây rải rác,Nắng
Ca Mau,2023-11-29 09:26:59.000000 ,26.72,79,3.39,1011,29.05,54,100,10000,Mây u ám,Nắng
Viet Tri,2023-11-29 09:26:59.000000 ,21.97,72,0.44,1018,22.1,187,11,10000,Mây ít,Nắng
Soc Trang,2023-11-29 09:26:59.000000 ,27.79,78,5.67,1011,31.3,72,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-29 09:26:59.000000 ,24.6,82,2.9,1016,25.26,311,94,10000,Mây u ám,Nắng
Thai Binh,2023-11-29 09:26:59.000000 ,24.01,71,1.84,1018,24.32,75,46,10000,Mây rải rác,Nắng
My Tho,2023-11-29 09:26:59.000000 ,27.36,77,1.23,1011,30.22,81,100,10000,Mây u ám,Nắng
Tuy Hoa,2023-11-29 09:27:00.000000 ,24.31,88,3.34,1015,25.09,1,96,10000,Mây u ám,Nắng
Bac Lieu,2023-11-29 09:27:01.000000 ,27.56,79,7.49,1011,30.9,66,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-29 09:27:02.000000 ,23.99,65,1.45,1018,24.14,116,7,10000,Không xác định,Nắng
Bac Giang,2023-11-29 09:27:02.000000 ,22.04,67,1.51,1018,22.05,78,22,10000,Mây ít,Nắng
Tay Ninh,2023-11-29 09:27:02.000000 ,27.45,66,3.03,1011,29.23,53,95,10000,Mây u ám,Nắng
Ninh Binh,2023-11-29 09:27:02.000000 ,24.08,70,0.69,1018,24.37,50,9,10000,Không xác định,Nắng
Tan An,2023-11-29 09:27:05.000000 ,29.01,76,0.96,1011,33.92,78,100,10000,Mây u ám,Nắng
Kon Tum,2023-11-29 09:27:07.000000 ,25.65,65,2.86,1014,25.97,48,41,10000,Mây rải rác,Nắng
Tam Ky,2023-11-29 09:27:08.000000 ,22.52,89,2.44,1016,23.15,294,100,10000,Mây u ám,Nắng
Vinh Long,2023-11-29 09:27:08.000000 ,25.99,74,1.7,1011,25.99,47,100,10000,Mây u ám,Nắng
Lao Cai,2023-11-29 09:27:08.000000 ,21.51,66,0.5,1019,21.44,50,33,10000,Mây rải rác,Nắng
Lagi,2023-11-29 09:27:08.000000 ,27.7,72,5.6,1011,30.34,67,55,10000,Mây rải rác,Nắng
Rach Gia,2023-11-29 09:26:52.000000 ,25.51,78,4.63,1011,26.15,41,100,10000,Mây u ám,Nắng
Con Son,2023-11-29 09:27:09.000000 ,26.75,89,11.62,1010,29.94,63,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-29 09:27:09.000000 ,25.96,70,3.87,1012,25.96,20,100,10000,Mây u ám,Nắng
Loc Ninh,2023-11-29 09:27:10.000000 ,29.04,62,1.97,1011,31.42,61,37,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-29 09:27:10.000000 ,28.31,69,4.7,1012,31.13,23,43,10000,Mây rải rác,Nắng
Kwang Binh,2023-11-29 09:27:11.000000 ,22.04,86,2.95,1017,22.55,319,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-29 09:27:11.000000 ,21.19,64,0.07,1018,21.04,25,36,10000,Mây rải rác,Nắng
Turan,2023-11-29 09:26:59.000000 ,23.99,88,1.54,1016,24.74,230,75,6000,Mây rải rác,Nắng
Don Luan,2023-11-29 09:27:11.000000 ,29.41,66,2.19,1011,32.84,72,58,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-29 09:27:10.000000 ,29.04,62,1.97,1011,31.42,61,37,10000,Mây rải rác,Nắng
Song Cau,2023-11-29 09:27:11.000000 ,25.22,81,4.86,1015,25.91,360,97,10000,Mây u ám,Nắng
Bim Son,2023-11-29 09:27:12.000000 ,23.54,72,1.01,1018,23.83,338,9,10000,Không xác định,Nắng
Cu Chi,2023-11-29 09:27:12.000000 ,29.01,71,1.59,1011,32.94,51,100,10000,Mây u ám,Nắng
Uyen Hung,2023-11-29 09:27:12.000000 ,28.78,70,1.23,1011,32.25,61,70,10000,Mây rải rác,Nắng
Ben Tre,2023-11-29 09:27:12.000000 ,27.61,76,1.67,1011,30.64,83,100,10000,Mây u ám,Nắng
Sa Dec,2023-11-29 09:27:12.000000 ,25.99,72,2.33,1011,25.99,34,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-29 09:27:13.000000 ,28.34,75,2.66,1014,32.12,4,81,10000,Mây rải rác,Nắng
Song Cau,2023-11-29 09:27:11.000000 ,25.22,81,4.86,1015,25.91,360,97,10000,Mây u ám,Nắng
Ngo Chau,2023-11-29 09:27:13.000000 ,24.91,81,3.19,1015,25.57,8,99,10000,Mây u ám,Nắng
Hoi An,2023-11-29 09:27:13.000000 ,23.98,89,2.81,1016,24.76,303,100,10000,Mưa nhẹ,Mưa
Dong Ha,2023-11-29 09:27:13.000000 ,22.19,88,0.87,1017,22.76,304,100,10000,Mây u ám,Nắng
Bim Son,2023-11-29 09:27:12.000000 ,23.54,72,1.01,1018,23.83,338,9,10000,Không xác định,Nắng
Phu Ly,2023-11-29 09:27:14.000000 ,24.19,68,0.87,1018,24.44,110,22,10000,Mây ít,Nắng
Hai Ha,2023-11-29 09:27:14.000000 ,23.16,67,0.22,1018,23.28,183,17,10000,Mây ít,Nắng
Ha Dong,2023-11-29 09:27:14.000000 ,22.01,69,0.87,1018,22.07,124,10,10000,Không xác định,Nắng
Hau Duong,2023-11-29 09:27:14.000000 ,22.02,78,3.6,1018,22.31,50,20,3700,Không xác định,Nắng
Yen Lap,2023-11-29 09:27:15.000000 ,22.45,65,0.81,1018,22.45,10,14,10000,Mây ít,Nắng
Thanh Ba,2023-11-29 09:27:15.000000 ,22.0,69,1.0,1018,22.06,347,34,10000,Mây rải rác,Nắng
Doan Hung,2023-11-29 09:27:15.000000 ,22.21,67,0.86,1018,22.24,340,36,10000,Mây rải rác,Nắng
Son Duong,2023-11-29 09:27:15.000000 ,22.74,68,0.28,1018,22.85,356,23,10000,Mây ít,Nắng
Ho Chi Minh City,2023-11-30 12:28:52.000000 ,33.01,58,2.57,1011,38.84,110,40,10000,Mây rải rác,Nắng
Hanoi,2023-11-30 12:28:46.000000 ,26.0,76,1.8,1018,26.0,323,100,10000,Mây u ám,Nắng
Turan,2023-11-30 12:26:28.000000 ,27.99,74,3.6,1015,31.19,360,40,10000,Mây rải rác,Nắng
Haiphong,2023-11-30 12:27:25.000000 ,23.95,83,0.51,1018,24.57,0,75,10000,Mây rải rác,Nắng
Bien Hoa,2023-11-30 12:28:57.000000 ,32.99,56,2.98,1009,38.12,82,83,10000,Mây rải rác,Nắng
Can Tho,2023-11-30 12:28:57.000000 ,30.99,70,2.57,1011,37.57,60,40,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-30 12:28:58.000000 ,33.03,58,2.57,1011,38.89,110,40,10000,Mây rải rác,Nắng
Di An,2023-11-30 12:28:58.000000 ,32.82,58,2.57,1011,38.38,110,40,10000,Mây rải rác,Nắng
Hue,2023-11-30 12:27:26.000000 ,27.06,83,2.06,1016,30.17,300,75,10000,Mây rải rác,Nắng
Vung Tau,2023-11-30 12:28:58.000000 ,29.11,72,7.97,1010,33.36,86,100,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-30 12:28:58.000000 ,33.03,58,2.57,1011,38.89,110,40,10000,Mây rải rác,Nắng
Nha Trang,2023-11-30 12:28:59.000000 ,30.0,84,3.18,1013,37.0,3,93,10000,Mây u ám,Nắng
Ha Long,2023-11-30 12:28:59.000000 ,23.77,83,4.0,1017,24.37,47,100,10000,Mây u ám,Nắng
Qui Nhon,2023-11-30 12:28:59.000000 ,26.52,85,5.57,1014,26.52,13,79,10000,Mây rải rác,Nắng
Thanh Hoa,2023-11-30 12:28:59.000000 ,23.65,84,4.03,1017,24.26,8,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-11-30 12:27:27.000000 ,25.88,66,0.56,1018,26.25,51,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-11-30 12:29:00.000000 ,25.84,71,4.51,1013,26.33,74,100,10000,Mây u ám,Nắng
Long Xuyen,2023-11-30 12:29:00.000000 ,30.97,59,3.47,1010,34.54,71,100,10000,Mây u ám,Nắng
Phu Khuong,2023-11-30 12:27:28.000000 ,32.44,56,3.28,1010,36.87,72,87,10000,Mây u ám,Nắng
Vinh,2023-11-30 12:29:00.000000 ,22.04,91,3.44,1016,22.68,306,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-30 12:27:28.000000 ,30.11,70,2.78,1010,35.31,51,100,10000,Mây u ám,Nắng
Da Lat,2023-11-30 12:25:00.000000 ,19.82,85,2.16,1014,20.08,66,100,6944,Mây u ám,Nắng
Bac Ninh,2023-11-30 12:29:01.000000 ,26.05,69,2.31,1017,26.05,22,100,10000,Mây u ám,Nắng
Hai Duong,2023-11-30 12:27:29.000000 ,24.0,73,1.14,1017,24.36,349,100,10000,Mây u ám,Nắng
Phan Thiet,2023-11-30 12:29:02.000000 ,32.06,56,9.63,1009,36.04,82,91,10000,Mây u ám,Nắng
Pleiku,2023-11-30 12:29:02.000000 ,27.47,57,5.0,1013,28.44,66,76,10000,Mây rải rác,Nắng
Nam Dinh,2023-11-30 12:29:02.000000 ,23.04,84,3.3,1017,23.59,10,100,10000,Mây u ám,Nắng
Ca Mau,2023-11-30 12:27:16.000000 ,29.96,73,5.5,1010,35.68,71,98,6967,Mây u ám,Nắng
Viet Tri,2023-11-30 12:27:30.000000 ,25.97,67,0.99,1018,25.97,331,100,10000,Mây u ám,Nắng
Soc Trang,2023-11-30 12:27:30.000000 ,30.97,64,7.58,1009,35.81,74,95,10000,Mây u ám,Nắng
Quang Ngai,2023-11-30 12:27:30.000000 ,27.16,81,3.01,1015,30.2,18,86,9221,Mây u ám,Nắng
Thai Binh,2023-11-30 12:27:30.000000 ,23.47,82,3.66,1017,24.01,31,100,10000,Mây u ám,Nắng
My Tho,2023-11-30 12:29:04.000000 ,31.57,62,3.97,1009,36.66,83,85,10000,Mây u ám,Nắng
Tuy Hoa,2023-11-30 12:27:31.000000 ,26.45,86,5.24,1014,26.45,18,100,10000,Mây u ám,Nắng
Bac Lieu,2023-11-30 12:29:04.000000 ,29.85,70,8.86,1010,34.68,75,95,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-30 12:29:05.000000 ,23.99,76,1.71,1017,24.43,43,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-30 12:29:05.000000 ,26.04,67,3.86,1017,26.04,42,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-30 12:29:05.000000 ,32.54,56,3.25,1010,37.09,72,87,10000,Mây u ám,Nắng
Ninh Binh,2023-11-30 12:27:32.000000 ,22.91,85,4.04,1017,23.48,10,100,10000,Mây u ám,Nắng
Tan An,2023-11-30 12:29:06.000000 ,33.01,67,3.55,1009,40.01,87,82,8025,Mây rải rác,Nắng
Kon Tum,2023-11-30 12:29:06.000000 ,29.0,58,3.98,1013,30.73,67,69,10000,Mây rải rác,Nắng
Tam Ky,2023-11-30 12:29:06.000000 ,26.88,82,2.37,1015,29.65,39,96,9760,Mưa nhẹ,Mưa
Vinh Long,2023-11-30 12:27:33.000000 ,30.99,58,4.23,1009,34.34,76,70,7875,Mây rải rác,Nắng
Lao Cai,2023-11-30 12:29:06.000000 ,26.74,56,1.35,1018,27.52,106,84,10000,Mây rải rác,Nắng
Lagi,2023-11-30 12:27:33.000000 ,30.2,66,10.17,1010,34.55,80,83,10000,Mưa nhẹ,Mưa
Rach Gia,2023-11-30 12:27:28.000000 ,30.11,70,2.78,1010,35.31,51,100,10000,Mây u ám,Nắng
Con Son,2023-11-30 12:29:07.000000 ,26.89,88,9.93,1010,30.23,58,86,10000,Mưa vừa,Mưa
Cho Dok,2023-11-30 12:29:07.000000 ,32.4,57,3.6,1010,37.08,65,96,10000,Mây u ám,Nắng
Loc Ninh,2023-11-30 12:29:07.000000 ,33.81,46,2.17,1009,36.73,106,70,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-30 12:27:34.000000 ,29.61,68,6.57,1011,33.68,36,94,10000,Mây u ám,Nắng
Kwang Binh,2023-11-30 12:29:08.000000 ,25.77,84,3.66,1015,26.6,6,95,10000,Mưa nhẹ,Mưa
Dien Bien Phu,2023-11-30 12:29:08.000000 ,28.08,50,0.94,1016,28.54,77,52,10000,Mây rải rác,Nắng
Turan,2023-11-30 12:29:08.000000 ,27.99,74,3.6,1015,31.19,360,40,10000,Mây rải rác,Nắng
Don Luan,2023-11-30 12:29:09.000000 ,33.67,50,1.57,1009,37.68,71,81,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-30 12:29:07.000000 ,33.81,46,2.17,1009,36.73,106,70,10000,Mây rải rác,Nắng
Song Cau,2023-11-30 12:29:09.000000 ,26.47,85,5.3,1014,26.47,11,95,10000,Mây u ám,Nắng
Bim Son,2023-11-30 12:29:09.000000 ,23.54,83,4.49,1017,24.12,13,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-30 12:29:10.000000 ,33.01,62,3.05,1010,40.01,80,72,10000,Mây rải rác,Nắng
Uyen Hung,2023-11-30 12:29:10.000000 ,32.78,56,2.27,1009,37.63,84,82,10000,Mây rải rác,Nắng
Ben Tre,2023-11-30 12:29:10.000000 ,31.87,58,4.34,1009,36.19,84,86,10000,Mây u ám,Nắng
Sa Dec,2023-11-30 12:29:11.000000 ,30.99,59,4.35,1009,34.58,75,87,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-30 12:27:36.000000 ,29.34,89,2.62,1013,36.34,6,96,10000,Mây u ám,Nắng
Song Cau,2023-11-30 12:29:09.000000 ,26.47,85,5.3,1014,26.47,11,95,10000,Mây u ám,Nắng
Ngo Chau,2023-11-30 12:27:36.000000 ,26.06,89,3.46,1014,26.06,21,95,10000,Mây u ám,Nắng
Hoi An,2023-11-30 12:27:36.000000 ,27.98,83,3.5,1015,32.52,40,94,10000,Mây u ám,Nắng
Dong Ha,2023-11-30 12:29:12.000000 ,26.77,82,3.34,1015,29.4,45,98,10000,Mây u ám,Nắng
Bim Son,2023-11-30 12:29:09.000000 ,23.54,83,4.49,1017,24.12,13,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-30 12:29:12.000000 ,22.41,87,2.83,1017,22.98,354,100,10000,Mây u ám,Nắng
Hai Ha,2023-11-30 12:29:12.000000 ,22.29,88,1.11,1018,22.87,74,97,10000,Mây u ám,Nắng
Ha Dong,2023-11-30 12:29:12.000000 ,26.01,78,2.05,1018,26.01,315,100,10000,Mây u ám,Nắng
Hau Duong,2023-11-30 12:29:13.000000 ,26.02,65,2.06,1019,26.02,30,75,8000,Mây rải rác,Nắng
Yen Lap,2023-11-30 12:29:13.000000 ,26.08,63,1.41,1018,26.08,25,97,10000,Mây u ám,Nắng
Thanh Ba,2023-11-30 12:29:13.000000 ,25.33,63,1.69,1018,25.56,352,100,10000,Mây u ám,Nắng
Doan Hung,2023-11-30 12:29:13.000000 ,25.36,64,1.47,1018,25.62,354,100,10000,Mây u ám,Nắng
Son Duong,2023-11-30 12:29:14.000000 ,25.71,63,0.78,1018,25.98,31,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-12-03 17:35:03.000000 ,29.01,79,1.03,1010,34.55,0,40,9000,Mây rải rác,Nắng
Hanoi,2023-12-03 17:35:27.000000 ,18.0,72,1.68,1018,17.74,338,100,10000,Mây u ám,Nắng
Turan,2023-12-03 17:37:33.000000 ,26.99,78,3.6,1015,29.53,50,75,10000,Mây rải rác,Nắng
Haiphong,2023-12-03 17:37:34.000000 ,21.95,78,2.57,1018,22.24,50,75,10000,Mây rải rác,Nắng
Bien Hoa,2023-12-03 17:37:34.000000 ,28.99,81,1.97,1009,34.93,227,100,10000,Mây u ám,Nắng
Can Tho,2023-12-03 17:33:02.000000 ,27.99,78,4.63,1010,31.77,90,40,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-03 17:37:34.000000 ,29.03,79,1.03,1010,34.61,0,40,9000,Mây rải rác,Nắng
Di An,2023-12-03 17:37:35.000000 ,28.82,79,1.03,1010,34.04,0,40,9000,Mây rải rác,Nắng
Hue,2023-12-03 17:35:04.000000 ,26.06,83,4.63,1015,26.06,60,75,10000,Mây rải rác,Nắng
Vung Tau,2023-12-03 17:37:35.000000 ,26.54,85,8.04,1009,26.54,99,100,10000,Mây u ám,Nắng
Thu Dau Mot,2023-12-03 17:37:34.000000 ,29.03,79,1.03,1010,34.61,0,40,9000,Mây rải rác,Nắng
Nha Trang,2023-12-03 17:37:35.000000 ,25.0,92,2.79,1013,25.96,312,99,10000,Mây u ám,Nắng
Ha Long,2023-12-03 17:37:35.000000 ,21.77,76,3.45,1018,21.99,77,99,10000,Mây u ám,Nắng
Qui Nhon,2023-12-03 17:37:35.000000 ,25.02,88,3.8,1013,25.88,12,28,10000,Mây rải rác,Nắng
Thanh Hoa,2023-12-03 17:37:36.000000 ,20.22,84,1.75,1017,20.49,351,97,10000,Mây u ám,Nắng
Thai Nguyen,2023-12-03 17:37:36.000000 ,17.88,77,1.32,1018,17.73,357,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-12-03 17:37:36.000000 ,22.48,84,3.69,1012,22.98,71,99,10000,Mây u ám,Nắng
Long Xuyen,2023-12-03 17:37:36.000000 ,27.97,82,3.14,1010,32.33,129,100,10000,Mây u ám,Nắng
Phu Khuong,2023-12-03 17:37:37.000000 ,26.96,77,2.85,1009,29.38,189,99,10000,Mây u ám,Nắng
Vinh,2023-12-03 17:37:37.000000 ,20.22,92,2.82,1017,20.7,321,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-03 17:37:37.000000 ,26.16,84,3.91,1010,26.16,102,100,10000,Mưa nhẹ,Mưa
Da Lat,2023-12-03 17:37:37.000000 ,16.66,96,1.76,1014,16.89,55,100,4223,Mưa nhẹ,Mưa
Bac Ninh,2023-12-03 17:37:37.000000 ,18.05,71,2.16,1018,17.76,336,100,10000,Mây u ám,Nắng
Hai Duong,2023-12-03 17:37:37.000000 ,22.0,67,1.18,1018,22.01,343,100,10000,Mây u ám,Nắng
Phan Thiet,2023-12-03 17:37:38.000000 ,26.25,79,3.5,1009,26.25,79,100,10000,Mây u ám,Nắng
Pleiku,2023-12-03 17:37:38.000000 ,21.04,82,3.73,1013,21.34,65,100,10000,Mây u ám,Nắng
Nam Dinh,2023-12-03 17:37:38.000000 ,21.3,76,2.24,1018,21.47,50,100,10000,Mây u ám,Nắng
Ca Mau,2023-12-03 17:37:38.000000 ,25.63,87,4.74,1010,26.52,87,99,10000,Mây u ám,Nắng
Viet Tri,2023-12-03 17:37:38.000000 ,17.97,83,0.24,1018,17.99,264,100,10000,Mây u ám,Nắng
Soc Trang,2023-12-03 17:37:38.000000 ,25.42,86,5.41,1010,26.26,89,93,10000,Mây u ám,Nắng
Quang Ngai,2023-12-03 17:37:38.000000 ,23.9,92,1.83,1014,24.75,36,99,10000,Mây u ám,Nắng
Thai Binh,2023-12-03 17:37:39.000000 ,21.58,78,3.46,1018,21.83,72,100,10000,Mây u ám,Nắng
My Tho,2023-12-03 17:37:39.000000 ,25.5,87,2.72,1010,26.38,128,100,10000,Mây u ám,Nắng
Tuy Hoa,2023-12-03 17:37:39.000000 ,24.42,91,2.14,1013,25.29,20,99,10000,Mây u ám,Nắng
Bac Lieu,2023-12-03 17:37:39.000000 ,25.87,87,6.81,1010,26.78,81,91,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-03 17:37:39.000000 ,21.99,74,0.88,1018,22.18,110,100,10000,Mây u ám,Nắng
Bac Giang,2023-12-03 17:37:39.000000 ,18.04,68,2.4,1018,17.68,352,100,10000,Mây u ám,Nắng
Tay Ninh,2023-12-03 17:37:39.000000 ,27.2,76,2.75,1009,29.78,189,99,10000,Mây u ám,Nắng
Ninh Binh,2023-12-03 17:37:40.000000 ,20.79,77,2.08,1018,20.94,8,100,10000,Mây u ám,Nắng
Tan An,2023-12-03 17:37:40.000000 ,29.01,87,2.46,1009,36.01,158,100,10000,Mây u ám,Nắng
Kon Tum,2023-12-03 17:37:40.000000 ,21.45,89,1.75,1014,21.97,53,100,10000,Mây u ám,Nắng
Tam Ky,2023-12-03 17:37:40.000000 ,23.84,93,3.11,1014,24.71,68,68,7910,Mây rải rác,Nắng
Vinh Long,2023-12-03 17:37:40.000000 ,27.99,85,3.35,1010,32.87,117,100,10000,Mưa nhẹ,Mưa
Lao Cai,2023-12-03 17:37:40.000000 ,18.69,98,0.38,1018,19.17,137,100,713,Mây u ám,Nắng
Lagi,2023-12-03 17:37:40.000000 ,26.27,82,4.96,1009,26.27,88,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-03 17:37:37.000000 ,26.16,84,3.91,1010,26.16,102,100,10000,Mưa nhẹ,Mưa
Con Son,2023-12-03 17:37:40.000000 ,26.54,88,9.18,1010,26.54,69,84,10000,Mây rải rác,Nắng
Cho Dok,2023-12-03 17:37:41.000000 ,27.17,77,2.18,1010,29.82,164,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-03 17:37:41.000000 ,27.38,79,0.4,1009,30.49,156,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-03 17:37:41.000000 ,24.56,89,3.89,1011,25.4,15,100,10000,Mây u ám,Nắng
Kwang Binh,2023-12-03 17:37:41.000000 ,22.61,88,3.75,1016,23.22,327,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-12-03 17:37:41.000000 ,22.15,87,1.18,1015,22.69,59,100,10000,Mây u ám,Nắng
Turan,2023-12-03 17:37:41.000000 ,26.99,78,3.6,1015,29.53,50,75,10000,Mây rải rác,Nắng
Don Luan,2023-12-03 17:37:41.000000 ,27.75,82,0.58,1009,31.76,212,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-03 17:37:41.000000 ,27.38,79,0.4,1009,30.49,156,100,10000,Mây u ám,Nắng
Song Cau,2023-12-03 17:37:42.000000 ,24.49,91,3.23,1013,25.37,5,56,10000,Mây rải rác,Nắng
Bim Son,2023-12-03 17:37:42.000000 ,20.52,80,2.11,1018,20.72,10,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-03 17:37:42.000000 ,29.01,80,2.42,1009,34.77,205,100,10000,Mây u ám,Nắng
Uyen Hung,2023-12-03 17:37:42.000000 ,28.78,82,2.06,1009,34.55,223,100,10000,Mây u ám,Nắng
Ben Tre,2023-12-03 17:37:42.000000 ,25.47,86,3.05,1010,26.32,111,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-03 17:37:42.000000 ,27.99,84,3.73,1010,32.71,119,100,10000,Mưa nhẹ,Mưa
Ap Van Tu Tay,2023-12-03 17:37:42.000000 ,24.34,93,2.32,1013,25.26,320,98,10000,Mây u ám,Nắng
Song Cau,2023-12-03 17:37:42.000000 ,24.49,91,3.23,1013,25.37,5,56,10000,Mây rải rác,Nắng
Ngo Chau,2023-12-03 17:37:42.000000 ,23.36,95,2.05,1013,24.23,8,72,10000,Mây rải rác,Nắng
Hoi An,2023-12-03 17:35:03.000000 ,26.98,91,4.57,1014,30.78,59,71,6938,Mây rải rác,Nắng
Dong Ha,2023-12-03 17:37:43.000000 ,23.31,93,3.04,1015,24.12,49,100,10000,Mây u ám,Nắng
Bim Son,2023-12-03 17:37:42.000000 ,20.52,80,2.11,1018,20.72,10,100,10000,Mây u ám,Nắng
